ID	GENE_COORD	GENE_NAME	BIOMART	OG
Medtr1g112850	Mtrunc_chr1:51151589-51155213	Medtr1g112850	MTR_1g112850	OG0010170
Medtr1g112860	Mtrunc_chr1:51157644-51161062	Medtr1g112860	MTR_1g112860	OG0007196
Medtr1g112870	Mtrunc_chr1:51173321-51179687	Medtr1g112870	MTR_1g112870	OG0002529
Medtr1g112880	Mtrunc_chr1:51181470-51182999	Medtr1g112880	MTR_1g112880	OG0028035
Medtr1g112890	Mtrunc_chr1:51185598-51186283	Medtr1g112890	MTR_1g112890	OG0014643
Medtr1g112900	Mtrunc_chr1:51188004-51191758	Medtr1g112900	MTR_1g112900	OG0003421
Medtr1g112910	Mtrunc_chr1:51197052-51200653	Medtr1g112910	MTR_1g112910	OG0011322
Medtr1g112920	Mtrunc_chr1:51202869-51217176	Medtr1g112920	MTR_1g112920	OG0004366
Medtr1g112930	Mtrunc_chr1:51220983-51222119	Medtr1g112930	MTR_1g112930	OG0000157
Medtr1g112940	Mtrunc_chr1:51223413-51225322	Medtr1g112940	MTR_1g112940	OG0015685
Medtr1g112950	Mtrunc_chr1:51225967-51227355	Medtr1g112950	MTR_1g112950	OG0002319
Medtr1g112960	Mtrunc_chr1:51230271-51231125	Medtr1g112960	MTR_1g112960	OG0003210
Medtr1g112970	Mtrunc_chr1:51233266-51234228	Medtr1g112970	MTR_1g112970	OG0004870
Medtr1g112980	Mtrunc_chr1:51252683-51260095	Medtr1g112980	MTR_1g112980	OG0003907
Medtr1g112990	Mtrunc_chr1:51260254-51262959	Medtr1g112990	MTR_1g112990	OG0005416
Medtr1g113000	Mtrunc_chr1:51264805-51268763	Medtr1g113000	MTR_1g113000	OG0003861
Medtr1g113010	Mtrunc_chr1:51277135-51279295	Medtr1g113010	MTR_1g113010	OG0006010
Medtr1g113020	Mtrunc_chr1:51281175-51282242	Medtr1g113020	MTR_1g113020	OG0016672
Medtr1g113050	Mtrunc_chr1:51285379-51287420	Medtr1g113050	MTR_1g113050	OG0004199
Medtr1g113700	Mtrunc_chr1:51295136-51304596	Medtr1g113700	MTR_1g113700	OG0005584
Medtr1g113720	Mtrunc_chr1:51309529-51311014	Medtr1g113720	MTR_1g113720	OG0010348
Medtr1g113730	Mtrunc_chr1:51311788-51313387	Medtr1g113730	MTR_1g113730	OG0020342
Medtr1g113740	Mtrunc_chr1:51314014-51314962	Medtr1g113740	MTR_1g113740	OG0020342
Medtr1g113750	Mtrunc_chr1:51315934-51316493	Medtr1g113750	MTR_1g113750	OG0016339
Medtr1g113760	Mtrunc_chr1:51318175-51320520	Medtr1g113760	MTR_1g113760	OG0020342
Medtr1g113810	Mtrunc_chr1:51340978-51341265	Medtr1g113810	MTR_1g113810	OG0002866
Medtr1g113820	Mtrunc_chr1:51341687-51345033	Medtr1g113820	MTR_1g113820	OG0020342
Medtr1g113830	Mtrunc_chr1:51345718-51360115	Medtr1g113830	MTR_1g113830	OG0011426
Medtr1g113850	Mtrunc_chr1:51363934-51368627	Medtr1g113850	MTR_1g113850	OG0000849
Medtr1g113900	Mtrunc_chr1:51381180-51382315	Medtr1g113900	MTR_1g113900	OG0000157
Medtr1g113910	Mtrunc_chr1:51387393-51388913	Medtr1g113910	MTR_1g113910	OG0000012
Medtr1g113940	Mtrunc_chr1:51395973-51401450	Medtr1g113940	MTR_1g113940	OG0006920
Medtr1g113950	Mtrunc_chr1:51407500-51407679	Medtr1g113950	MTR_1g113950	OG0000157
Medtr1g113960	Mtrunc_chr1:51409019-51417331	Medtr1g113960	MTR_1g113960	OG0001796
Medtr1g113970	Mtrunc_chr1:51419779-51421579	Medtr1g113970	MTR_1g113970	OG0027976
Medtr1g114000	Mtrunc_chr1:51427705-51431328	Medtr1g114000	MTR_1g114000	OG0002764
Medtr1g114010	Mtrunc_chr1:51432963-51436266	Medtr1g114010	MTR_1g114010	OG0010349
Medtr1g114050	Mtrunc_chr1:51448842-51449237	Medtr1g114050	MTR_1g114050	OG0001016
Medtr1g114070	Mtrunc_chr1:51454157-51464605	Medtr1g114070	MTR_1g114070	OG0000292
Medtr1g114110	Mtrunc_chr1:51474301-51474585	Medtr1g114110	MTR_1g114110	OG0028036
Medtr1g114115	Mtrunc_chr1:51475931-51476170	Medtr1g114115	MTR_1g114115	OG0000506
Medtr1g114130	Mtrunc_chr1:51478339-51487383	Medtr1g114130	MTR_1g114130	OG0000292
Medtr1g114150	Mtrunc_chr1:51495110-51508406	Medtr1g114150	MTR_1g114150	OG0000292
Medtr1g114170	Mtrunc_chr1:51514340-51519700	Medtr1g114170	MTR_1g114170	OG0002025
Medtr1g114190	Mtrunc_chr1:51524816-51530247	Medtr1g114190	MTR_1g114190	OG0012324
Medtr1g114200	Mtrunc_chr1:51531111-51533429	Medtr1g114200	MTR_1g114200	OG0006008
Medtr1g114210	Mtrunc_chr1:51538347-51540562	Medtr1g114210	MTR_1g114210	OG0001672
Medtr1g114220	Mtrunc_chr1:51541694-51543346	Medtr1g114220	MTR_1g114220	OG0012325
Medtr1g114240	Mtrunc_chr1:51552982-51559455	Medtr1g114240	MTR_1g114240	OG0009526
Medtr1g114250	Mtrunc_chr1:51562505-51571206	Medtr1g114250	MTR_1g114250	OG0008485
Medtr1g114270	Mtrunc_chr1:51573509-51577527	Medtr1g114270	MTR_1g114270	OG0003081
Medtr1g114290	Mtrunc_chr1:51581089-51583299	Medtr1g114290	MTR_1g114290	OG0013277
Medtr1g114300	Mtrunc_chr1:51583476-51588477	Medtr1g114300	MTR_1g114300	OG0011372
Medtr1g114320	Mtrunc_chr1:51590758-51593266	Medtr1g114320	MTR_1g114320	OG0003024
Medtr1g114370	Mtrunc_chr1:51602877-51605659	Medtr1g114370	MTR_1g114370	OG0011024
Medtr1g114380	Mtrunc_chr1:51614461-51616519	Medtr1g114380	MTR_1g114380	OG0005131
Medtr1g114460	Mtrunc_chr1:51659889-51660294	Medtr1g114460	MTR_1g114460	NA
Medtr1g114490	Mtrunc_chr1:51667204-51673502	Medtr1g114490	MTR_1g114490	OG0006333
Medtr1g114500	Mtrunc_chr1:51677448-51679122	Medtr1g114500	MTR_1g114500	OG0006831
Medtr1g114520	Mtrunc_chr1:51682837-51689805	Medtr1g114520	MTR_1g114520	OG0002318
Medtr1g114530	Mtrunc_chr1:51694683-51700854	Medtr1g114530	MTR_1g114530	OG0007841
Medtr1g114540	Mtrunc_chr1:51705810-51717857	Medtr1g114540	MTR_1g114540	OG0004592
Medtr1g114550	Mtrunc_chr1:51719004-51719210	Medtr1g114550	MTR_1g114550	OG0023003
Medtr1g114560	Mtrunc_chr1:51720720-51723995	Medtr1g114560	MTR_1g114560	OG0005303
Medtr1g114590	Mtrunc_chr1:51728865-51731805	Medtr1g114590	MTR_1g114590	OG0009496
Medtr1g114600	Mtrunc_chr1:51733133-51736623	Medtr1g114600	MTR_1g114600	OG0008422
Medtr1g114610	Mtrunc_chr1:51737951-51741223	Medtr1g114610	MTR_1g114610	OG0010054
Medtr1g114620	Mtrunc_chr1:51742171-51743858	Medtr1g114620	MTR_1g114620	OG0010128
Medtr1g114640	Mtrunc_chr1:51753109-51754431	Medtr1g114640	MTR_1g114640	OG0000402
Medtr1g114650	Mtrunc_chr1:51756508-51757960	Medtr1g114650	MTR_1g114650	OG0000157
Medtr1g114680	Mtrunc_chr1:51766104-51768057	Medtr1g114680	MTR_1g114680	OG0000402
Medtr1g114690	Mtrunc_chr1:51771622-51780993	Medtr1g114690	MTR_1g114690	OG0000402
Medtr1g114700	Mtrunc_chr1:51781908-51783080	Medtr1g114700	MTR_1g114700	OG0000157
Medtr1g114730	Mtrunc_chr1:51791924-51792967	Medtr1g114730	MTR_1g114730	OG0001090
Medtr1g114750	Mtrunc_chr1:51803409-51804905	Medtr1g114750	MTR_1g114750	OG0000402
Medtr1g115130	Mtrunc_chr1:51807417-51808443	Medtr1g115130	MTR_1g115130	OG0000402
Medtr1g115135	Mtrunc_chr1:51811601-51819424	Medtr1g115135	MTR_1g115135	OG0007374
Medtr1g115140	Mtrunc_chr1:51820413-51823241	Medtr1g115140	MTR_1g115140	OG0002018
Medtr1g115145	Mtrunc_chr1:51823541-51825572	Medtr1g115145	MTR_1g115145	OG0001325
Medtr1g115155	Mtrunc_chr1:51829605-51829808	Medtr1g115155	MTR_1g115155	OG0000157
Medtr1g115160	Mtrunc_chr1:51831542-51832657	Medtr1g115160	MTR_1g115160	OG0000157
Medtr1g115165	Mtrunc_chr1:51836374-51837528	Medtr1g115165	MTR_1g115165	OG0016711
Medtr1g115170	Mtrunc_chr1:51845699-51846145	Medtr1g115170	MTR_1g115170	OG0002211
Medtr1g115175	Mtrunc_chr1:51849973-51853033	Medtr1g115175	MTR_1g115175	OG0002018
Medtr1g115180	Mtrunc_chr1:51854602-51855243	Medtr1g115180	MTR_1g115180	OG0000157
Medtr1g115185	Mtrunc_chr1:51857688-51858990	Medtr1g115185	MTR_1g115185	OG0000157
Medtr1g115190	Mtrunc_chr1:51860317-51863568	Medtr1g115190	MTR_1g115190	OG0002018
Medtr1g115195	Mtrunc_chr1:51864615-51865729	Medtr1g115195	MTR_1g115195	OG0000384
Medtr1g115205	Mtrunc_chr1:51874902-51875736	Medtr1g115205	MTR_1g115205	OG0000043
Medtr1g115210	Mtrunc_chr1:51879588-51882223	Medtr1g115210	MTR_1g115210	OG0007699
Medtr1g115215	Mtrunc_chr1:51882725-51892999	Medtr1g115215	MTR_1g115215	OG0004012
Medtr1g115220	Mtrunc_chr1:51907197-51909052	Medtr1g115220	MTR_1g115220	OG0012616
Medtr1g115225	Mtrunc_chr1:51909324-51911627	Medtr1g115225	MTR_1g115225	OG0007027
Medtr1g115230	Mtrunc_chr1:51923027-51929794	Medtr1g115230	MTR_1g115230	OG0009858
Medtr1g115235	Mtrunc_chr1:51930785-51933378	Medtr1g115235	MTR_1g115235	OG0013334
Medtr1g115240	Mtrunc_chr1:51934295-51934900	Medtr1g115240	MTR_1g115240	OG0003475
Medtr1g115245	Mtrunc_chr1:51938946-51939872	Medtr1g115245	MTR_1g115245	OG0002128
Medtr1g115250	Mtrunc_chr1:51942796-51946151	Medtr1g115250	MTR_1g115250	OG0002128
Medtr1g115255	Mtrunc_chr1:51947080-51951240	Medtr1g115255	MTR_1g115255	OG0008300
Medtr1g115260	Mtrunc_chr1:51952308-51958288	Medtr1g115260	MTR_1g115260	OG0013882
Medtr1g115270	Mtrunc_chr1:51961553-51962499	Medtr1g115270	MTR_1g115270	OG0013407
Medtr1g115280	Mtrunc_chr1:51980868-51981755	Medtr1g115280	MTR_1g115280	OG0022403
Medtr1g115285	Mtrunc_chr1:51990203-51991617	Medtr1g115285	MTR_1g115285	OG0008879
Medtr1g115290	Mtrunc_chr1:51999791-52000328	Medtr1g115290	MTR_1g115290	OG0001090
Medtr1g115295	Mtrunc_chr1:52001896-52009887	Medtr1g115295	MTR_1g115295	OG0011316
Medtr1g115300	Mtrunc_chr1:52012722-52019226	Medtr1g115300	MTR_1g115300	OG0009414
Medtr1g115315	Mtrunc_chr1:52025791-52029215	Medtr1g115315	MTR_1g115315	OG0005047
Medtr1g115325	Mtrunc_chr1:52031011-52034310	Medtr1g115325	MTR_1g115325	OG0000613
Medtr1g115330	Mtrunc_chr1:52035063-52035838	Medtr1g115330	MTR_1g115330	OG0000319
Medtr1g115335	Mtrunc_chr1:52037599-52040497	Medtr1g115335	MTR_1g115335	OG0014601
Medtr1g115340	Mtrunc_chr1:52044656-52050661	Medtr1g115340	MTR_1g115340	OG0003919
Medtr1g115345	Mtrunc_chr1:52052229-52053348	Medtr1g115345	MTR_1g115345	OG0000324
Medtr1g115355	Mtrunc_chr1:52060117-52060831	Medtr1g115355	MTR_1g115355	OG0013848
Medtr1g115370	Mtrunc_chr1:52068406-52069779	Medtr1g115370	MTR_1g115370	OG0015081
Medtr1g115375	Mtrunc_chr1:52071412-52075123	Medtr1g115375	MTR_1g115375	OG0008878
Medtr1g115380	Mtrunc_chr1:52082333-52085675	Medtr1g115380	MTR_1g115380	OG0000075
Medtr1g115385	Mtrunc_chr1:52090920-52091351	Medtr1g115385	MTR_1g115385	OG0008727
Medtr1g115390	Mtrunc_chr1:52092447-52094518	Medtr1g115390	MTR_1g115390	OG0000075
Medtr1g115400	Mtrunc_chr1:52096685-52098889	Medtr1g115400	MTR_1g115400	OG0008727
Medtr1g115405	Mtrunc_chr1:52102138-52103643	Medtr1g115405	MTR_1g115405	OG0000791
Medtr1g115410	Mtrunc_chr1:52104806-52107080	Medtr1g115410	MTR_1g115410	OG0009876
Medtr1g115415	Mtrunc_chr1:52107512-52109146	Medtr1g115415	MTR_1g115415	OG0002937
Medtr1g115420	Mtrunc_chr1:52109185-52109576	Medtr1g115420	MTR_1g115420	OG0011535
Medtr1g115430	Mtrunc_chr1:52114116-52123022	Medtr1g115430	MTR_1g115430	OG0003898
Medtr1g115435	Mtrunc_chr1:52130313-52131083	Medtr1g115435	MTR_1g115435	OG0000150
Medtr1g115440	Mtrunc_chr1:52133151-52134044	Medtr1g115440	MTR_1g115440	OG0000150
Medtr1g115450	Mtrunc_chr1:52141900-52142325	Medtr1g115450	MTR_1g115450	OG0000150
Medtr1g115455	Mtrunc_chr1:52145003-52145849	Medtr1g115455	MTR_1g115455	OG0000150
Medtr1g115470	Mtrunc_chr1:52152478-52155126	Medtr1g115470	MTR_1g115470	OG0000150
Medtr1g115475	Mtrunc_chr1:52155998-52161852	Medtr1g115475	MTR_1g115475	OG0012608
Medtr1g115485	Mtrunc_chr1:52170285-52176416	Medtr1g115485	MTR_1g115485	OG0000010
Medtr1g115490	Mtrunc_chr1:52183095-52185515	Medtr1g115490	MTR_1g115490	OG0002523
Medtr1g115500	Mtrunc_chr1:52187447-52191417	Medtr1g115500	MTR_1g115500	OG0005174
Medtr1g115505	Mtrunc_chr1:52194306-52199057	Medtr1g115505	MTR_1g115505	OG0006035
Medtr1g115510	Mtrunc_chr1:52199599-52200660	Medtr1g115510	MTR_1g115510	OG0003897
Medtr1g115515	Mtrunc_chr1:52202370-52203278	Medtr1g115515	MTR_1g115515	OG0015593
Medtr1g115520	Mtrunc_chr1:52204026-52205695	Medtr1g115520	MTR_1g115520	OG0000969
Medtr1g115525	Mtrunc_chr1:52208212-52213176	Medtr1g115525	MTR_1g115525	OG0004272
Medtr1g115530	Mtrunc_chr1:52214745-52214945	Medtr1g115530	MTR_1g115530	OG0001482
Medtr1g115535	Mtrunc_chr1:52215897-52220285	Medtr1g115535	MTR_1g115535	OG0001713
Medtr1g115545	Mtrunc_chr1:52226656-52228831	Medtr1g115545	MTR_1g115545	OG0001511
Medtr1g115550	Mtrunc_chr1:52230795-52233018	Medtr1g115550	MTR_1g115550	OG0003097
Medtr1g115560	Mtrunc_chr1:52244942-52246669	Medtr1g115560	MTR_1g115560	OG0005318
Medtr1g115570	Mtrunc_chr1:52256072-52260436	Medtr1g115570	MTR_1g115570	OG0013282
Medtr1g115575	Mtrunc_chr1:52262579-52266608	Medtr1g115575	MTR_1g115575	OG0003093
Medtr1g115580	Mtrunc_chr1:52266613-52267645	Medtr1g115580	MTR_1g115580	OG0028037
Medtr1g115590	Mtrunc_chr1:52275374-52275787	Medtr1g115590	MTR_1g115590	OG0020312
Medtr1g115605	Mtrunc_chr1:52286665-52288047	Medtr1g115605	MTR_1g115605	OG0002828
Medtr1g115610	Mtrunc_chr1:52290028-52302587	Medtr1g115610	MTR_1g115610	OG0007383
Medtr1g115820	Mtrunc_chr1:52317577-52318974	Medtr1g115820	MTR_1g115820	OG0003107
Medtr1g115830	Mtrunc_chr1:52320566-52322412	Medtr1g115830	MTR_1g115830	OG0003107
Medtr1g115840	Mtrunc_chr1:52324161-52326583	Medtr1g115840	MTR_1g115840	OG0003107
Medtr1g115850	Mtrunc_chr1:52327041-52330297	Medtr1g115850	MTR_1g115850	OG0003107
Medtr1g115870	Mtrunc_chr1:52333273-52334916	Medtr1g115870	MTR_1g115870	OG0003107
Medtr1g115890	Mtrunc_chr1:52339035-52340583	Medtr1g115890	MTR_1g115890	OG0003107
Medtr1g115900	Mtrunc_chr1:52342787-52344943	Medtr1g115900	MTR_1g115900	OG0000080
Medtr1g115910	Mtrunc_chr1:52349915-52351235	Medtr1g115910	MTR_1g115910	OG0001590
Medtr1g115920	Mtrunc_chr1:52351657-52357569	Medtr1g115920	MTR_1g115920	OG0007212
Medtr1g115935	Mtrunc_chr1:52371434-52372022	Medtr1g115935	MTR_1g115935	NA
Medtr1g115790	Mtrunc_chr1:52374029-52376944	Medtr1g115790	MTR_1g115790	OG0000959
Medtr1g115740	Mtrunc_chr1:52386184-52386987	Medtr1g115740	MTR_1g115740	OG0008784
Medtr1g115950	Mtrunc_chr1:52389745-52395851	Medtr1g115950	MTR_1g115950	OG0015631
Medtr1g115970	Mtrunc_chr1:52401016-52402976	Medtr1g115970	MTR_1g115970	NA
Medtr1g115980	Mtrunc_chr1:52408798-52417465	Medtr1g115980	MTR_1g115980	OG0012606
Medtr1g116000	Mtrunc_chr1:52419232-52420234	Medtr1g116000	MTR_1g116000	OG0010310
Medtr1g116010	Mtrunc_chr1:52421000-52422477	Medtr1g116010	MTR_1g116010	OG0005200
Medtr1g116040	Mtrunc_chr1:52430015-52430573	Medtr1g116040	MTR_1g116040	OG0015181
Medtr1g116050	Mtrunc_chr1:52438274-52438731	Medtr1g116050	MTR_1g116050	OG0020343
Medtr1g116055	Mtrunc_chr1:52441637-52446990	Medtr1g116055	MTR_1g116055	OG0011314
Medtr1g116060	Mtrunc_chr1:52448755-52452926	Medtr1g116060	MTR_1g116060	OG0008347
Medtr1g116070	Mtrunc_chr1:52458606-52464357	Medtr1g116070	MTR_1g116070	OG0003896
Medtr1g116080	Mtrunc_chr1:52465048-52468677	Medtr1g116080	MTR_1g116080	OG0011272
Medtr1g116085	Mtrunc_chr1:52474402-52474813	Medtr1g116085	MTR_1g116085	OG0020286
Medtr1g116100	Mtrunc_chr1:52475778-52477267	Medtr1g116100	MTR_1g116100	OG0005853
Medtr1g116110	Mtrunc_chr1:52479031-52483351	Medtr1g116110	MTR_1g116110	OG0013715
Medtr1g116120	Mtrunc_chr1:52485234-52489276	Medtr1g116120	MTR_1g116120	OG0002340
Medtr1g116130	Mtrunc_chr1:52489545-52492378	Medtr1g116130	MTR_1g116130	OG0002716
Medtr1g116140	Mtrunc_chr1:52494182-52498893	Medtr1g116140	MTR_1g116140	OG0007234
Medtr1g116150	Mtrunc_chr1:52500206-52501641	Medtr1g116150	MTR_1g116150	OG0000168
Medtr1g116160	Mtrunc_chr1:52503034-52508343	Medtr1g116160	MTR_1g116160	OG0006422
Medtr1g116170	Mtrunc_chr1:52511378-52512798	Medtr1g116170	MTR_1g116170	OG0013208
Medtr1g116180	Mtrunc_chr1:52514092-52519486	Medtr1g116180	MTR_1g116180	OG0007451
Medtr1g116205	Mtrunc_chr1:52528397-52529543	Medtr1g116205	MTR_1g116205	OG0022793
Medtr1g116210	Mtrunc_chr1:52530719-52536247	Medtr1g116210	MTR_1g116210	OG0000392
Medtr1g116230	Mtrunc_chr1:52538330-52543863	Medtr1g116230	MTR_1g116230	OG0008319
Medtr1g116240	Mtrunc_chr1:52544442-52547733	Medtr1g116240	MTR_1g116240	OG0005751
Medtr1g116250	Mtrunc_chr1:52548737-52550145	Medtr1g116250	MTR_1g116250	OG0015850
Medtr1g116260	Mtrunc_chr1:52552351-52555813	Medtr1g116260	MTR_1g116260	OG0003344
Medtr1g116270	Mtrunc_chr1:52557070-52559696	Medtr1g116270	MTR_1g116270	NA
Medtr1g116280	Mtrunc_chr1:52559829-52563200	Medtr1g116280	MTR_1g116280	OG0005163
Medtr1g116310	Mtrunc_chr1:52566606-52575082	Medtr1g116310	MTR_1g116310	OG0001711
Medtr1g116320	Mtrunc_chr1:52576407-52579521	Medtr1g116320	MTR_1g116320	OG0013068
Medtr1g116330	Mtrunc_chr1:52582147-52584673	Medtr1g116330	MTR_1g116330	OG0005065
Medtr1g116370	Mtrunc_chr1:52595938-52619979	Medtr1g116370	MTR_1g116370	OG0001601
Medtr1g116380	Mtrunc_chr1:52621881-52625807	Medtr1g116380	MTR_1g116380	OG0007412
Medtr1g116390	Mtrunc_chr1:52628314-52629879	Medtr1g116390	MTR_1g116390	OG0012850
Medtr1g116410	Mtrunc_chr1:52635518-52635967	Medtr1g116410	MTR_1g116410	OG0009025
Medtr1g116470	Mtrunc_chr1:52644294-52686252	Medtr1g116470	MTR_1g116470	OG0002614
Medtr1g116500	Mtrunc_chr1:52692665-52700783	Medtr1g116500	MTR_1g116500	OG0003905
Medtr1g116510	Mtrunc_chr1:52707959-52713201	Medtr1g116510	MTR_1g116510	OG0003450
Medtr1g116520	Mtrunc_chr1:52715246-52720114	Medtr1g116520	MTR_1g116520	OG0001541
Medtr1g116530	Mtrunc_chr1:52721123-52724180	Medtr1g116530	MTR_1g116530	OG0006042
Medtr1g116540	Mtrunc_chr1:52724524-52728577	Medtr1g116540	MTR_1g116540	OG0010637
Medtr1g116565	Mtrunc_chr1:52733664-52738858	Medtr1g116565	MTR_1g116565	OG0003254
Medtr1g116580	Mtrunc_chr1:52745275-52746559	Medtr1g116580	MTR_1g116580	OG0002080
Medtr1g116590	Mtrunc_chr1:52747551-52747901	Medtr1g116590	MTR_1g116590	OG0002576
Medtr1g116650	Mtrunc_chr1:52766765-52769937	Medtr1g116650	MTR_1g116650	NA
Medtr1g116660	Mtrunc_chr1:52770650-52772763	Medtr1g116660	MTR_1g116660	OG0008326
Medtr1g116870	Mtrunc_chr1:52784446-52786322	Medtr1g116870	MTR_1g116870	OG0000834
Medtr1g116875	Mtrunc_chr1:52786777-52793035	Medtr1g116875	MTR_1g116875	OG0010294
Medtr1g116890	Mtrunc_chr1:52795806-52798189	Medtr1g116890	MTR_1g116890	OG0008883
Medtr1g116900	Mtrunc_chr1:52798628-52801926	Medtr1g116900	MTR_1g116900	OG0003508
Medtr1g116920	Mtrunc_chr1:52806975-52807897	Medtr1g116920	MTR_1g116920	OG0004402
Medtr1g116930	Mtrunc_chr1:52808805-52811683	Medtr1g116930	MTR_1g116930	OG0007524
Medtr1g116940	Mtrunc_chr1:52812415-52813237	Medtr1g116940	MTR_1g116940	OG0001789
Medtr1g116947	Mtrunc_chr1:52817506-52822361	Medtr1g116947	MTR_1g116947	OG0007389
Medtr1g116740	Mtrunc_chr1:52837549-52839845	Medtr1g116740	MTR_1g116740	OG0000887
Medtr1g116780	Mtrunc_chr1:52845022-52852773	Medtr1g116780	MTR_1g116780	OG0008405
Medtr1g116790	Mtrunc_chr1:52855667-52858896	Medtr1g116790	MTR_1g116790	OG0004111
Medtr1g116820	Mtrunc_chr1:52862347-52864051	Medtr1g116820	MTR_1g116820	OG0009426
Medtr1g116810	Mtrunc_chr1:52866137-52868845	Medtr1g116810	MTR_1g116810	OG0012226
Medtr1g116953	Mtrunc_chr1:52872723-52880864	Medtr1g116953	MTR_1g116953	OG0004977
Medtr1g116957	Mtrunc_chr1:52882908-52894678	Medtr1g116957	MTR_1g116957	OG0003912
Medtr1g116970	Mtrunc_chr1:52896183-52897426	Medtr1g116970	MTR_1g116970	OG0003240
Medtr1g116980	Mtrunc_chr1:52898648-52912076	Medtr1g116980	MTR_1g116980	OG0011898
Medtr1g117000	Mtrunc_chr1:52913735-52926648	Medtr1g117000	MTR_1g117000	OG0007471
Medtr1g117010	Mtrunc_chr1:52934517-52947034	Medtr1g117010	MTR_1g117010	OG0010295
Medtr1g117040	Mtrunc_chr1:52948947-52952332	Medtr1g117040	MTR_1g117040	OG0000198
Medtr1g117060	Mtrunc_chr1:52959189-52966557	Medtr1g117060	MTR_1g117060	OG0000057
Medtr1g117090	Mtrunc_chr1:52970703-52972739	Medtr1g117090	MTR_1g117090	OG0002667
Medtr1g117130	Mtrunc_chr1:52980452-52981375	Medtr1g117130	MTR_1g117130	OG0000774
Medtr0002s0020	Mtrunc_scaffold0002:6674-10318	Medtr0002s0020	MTR_0002s0020	OG0000659
Medtr0002s0030	Mtrunc_scaffold0002:10882-13335	Medtr0002s0030	MTR_0002s0030	OG0000414
Medtr0002s0040	Mtrunc_scaffold0002:92739-93623	Medtr0002s0040	MTR_0002s0040	OG0007977
Medtr0002s0050	Mtrunc_scaffold0002:94779-95375	Medtr0002s0050	MTR_0002s0050	OG0028038
Medtr0002s0070	Mtrunc_scaffold0002:125041-125391	Medtr0002s0070	MTR_0002s0070	OG0002137
Medtr0002s0090	Mtrunc_scaffold0002:131385-136587	Medtr0002s0090	MTR_0002s0090	OG0000152
Medtr0002s0100	Mtrunc_scaffold0002:137575-139647	Medtr0002s0100	MTR_0002s0100	OG0002173
Medtr0002s0110	Mtrunc_scaffold0002:142901-146638	Medtr0002s0110	MTR_0002s0110	OG0000152
Medtr0002s0120	Mtrunc_scaffold0002:151806-155053	Medtr0002s0120	MTR_0002s0120	OG0000152
Medtr0002s0140	Mtrunc_scaffold0002:161646-164190	Medtr0002s0140	MTR_0002s0140	OG0003273
Medtr0002s0150	Mtrunc_scaffold0002:165003-167020	Medtr0002s0150	MTR_0002s0150	OG0000968
Medtr0002s0160	Mtrunc_scaffold0002:168673-170001	Medtr0002s0160	MTR_0002s0160	OG0006379
Medtr0002s0170	Mtrunc_scaffold0002:170293-172871	Medtr0002s0170	MTR_0002s0170	OG0007904
Medtr0002s0180	Mtrunc_scaffold0002:173038-174736	Medtr0002s0180	MTR_0002s0180	OG0012717
Medtr0002s0200	Mtrunc_scaffold0002:176368-178348	Medtr0002s0200	MTR_0002s0200	OG0005779
Medtr0002s0210	Mtrunc_scaffold0002:178891-179407	Medtr0002s0210	MTR_0002s0210	NA
Medtr0002s0250	Mtrunc_scaffold0002:184708-185836	Medtr0002s0250	MTR_0002s0250	OG0017240
Medtr0002s0260	Mtrunc_scaffold0002:186683-186907	Medtr0002s0260	MTR_0002s0260	NA
Medtr0002s0270	Mtrunc_scaffold0002:187390-188523	Medtr0002s0270	MTR_0002s0270	OG0016413
Medtr0002s0280	Mtrunc_scaffold0002:188707-190966	Medtr0002s0280	MTR_0002s0280	OG0003365
Medtr0002s0300	Mtrunc_scaffold0002:191647-192045	Medtr0002s0300	MTR_0002s0300	OG0001472
Medtr0002s0310	Mtrunc_scaffold0002:192714-194589	Medtr0002s0310	MTR_0002s0310	OG0001026
Medtr0002s0350	Mtrunc_scaffold0002:197870-198571	Medtr0002s0350	MTR_0002s0350	OG0012716
Medtr0002s0360	Mtrunc_scaffold0002:199254-200204	Medtr0002s0360	MTR_0002s0360	OG0000840
Medtr0002s0380	Mtrunc_scaffold0002:200333-201394	Medtr0002s0380	MTR_0002s0380	OG0006380
Medtr0002s0390	Mtrunc_scaffold0002:201926-203461	Medtr0002s0390	MTR_0002s0390	NA
Medtr0002s0420	Mtrunc_scaffold0002:208858-211288	Medtr0002s0420	MTR_0002s0420	OG0002850
Medtr0002s0510	Mtrunc_scaffold0002:218431-229740	Medtr0002s0510	MTR_0002s0510	OG0001289
Medtr0002s0530	Mtrunc_scaffold0002:230067-231785	Medtr0002s0530	MTR_0002s0530	OG0010147
Medtr0002s0540	Mtrunc_scaffold0002:232353-234412	Medtr0002s0540	MTR_0002s0540	OG0015469
Medtr0002s0550	Mtrunc_scaffold0002:234504-236018	Medtr0002s0550	MTR_0002s0550	OG0011406
Medtr0002s0580	Mtrunc_scaffold0002:237066-241548	Medtr0002s0580	MTR_0002s0580	OG0000839
Medtr0002s0590	Mtrunc_scaffold0002:242220-245819	Medtr0002s0590	MTR_0002s0590	OG0004747
Medtr0002s0630	Mtrunc_scaffold0002:248456-249715	Medtr0002s0630	MTR_0002s0630	OG0013397
Medtr0002s0650	Mtrunc_scaffold0002:251910-253816	Medtr0002s0650	MTR_0002s0650	OG0002569
